item,token,tag,patent,partition,trainingTest
5002,assembly,O,40,4,training
5003,a,O,40,4,training
5004,hybrid,B-HARDWARE,40,4,training
5005,device,I-HARDWARE,40,4,training
5006,.,O,40,4,training
5007,Examples,O,40,4,training
5008,of,O,40,4,training
5009,the,O,40,4,training
5010,hybrid,B-HARDWARE,40,4,training
5011,modular,I-HARDWARE,40,4,training
5012,devices,I-HARDWARE,40,4,training
5013,include,O,40,4,training
5014,a,O,40,4,training
5015,TV,B-HARDWARE,40,4,training
5016,-,I-HARDWARE,40,4,training
5017,Wi,I-HARDWARE,40,4,training
5018,-,I-HARDWARE,40,4,training
5019,Fi,I-HARDWARE,40,4,training
5020,-,I-HARDWARE,40,4,training
5021,router,I-HARDWARE,40,4,training
5022,",",O,40,4,training
5023,and,O,40,4,training
5024,a,O,40,4,training
5025,TV,B-HARDWARE,40,4,training
5026,-,I-HARDWARE,40,4,training
5027,storage,I-HARDWARE,40,4,training
5028,-,I-HARDWARE,40,4,training
5029,DVR,I-HARDWARE,40,4,training
5030,-,I-HARDWARE,40,4,training
5031,Wi,I-HARDWARE,40,4,training
5032,-,I-HARDWARE,40,4,training
5033,Fi,I-HARDWARE,40,4,training
5034,-,I-HARDWARE,40,4,training
5035,router,I-HARDWARE,40,4,training
5036,.,O,40,4,training
5037,A,O,40,4,training
5038,hybrid,B-HARDWARE,40,4,training
5039,modular,I-HARDWARE,40,4,training
5040,device,I-HARDWARE,40,4,training
5041,can,O,40,4,training
5042,serve,B-FUNCIONALIDADE,40,4,training
5043,as,I-FUNCIONALIDADE,40,4,training
5044,a,I-FUNCIONALIDADE,40,4,training
5045,videoconference,I-FUNCIONALIDADE,40,4,training
5046,device,I-FUNCIONALIDADE,40,4,training
5047,",",O,40,4,training
5048,a,O,40,4,training
5049,music,O,40,4,training
5050,jukebox,O,40,4,training
5051,",",O,40,4,training
5052,or,O,40,4,training
5053,a,O,40,4,training
5054,home,O,40,4,training
5055,theater,O,40,4,training
5056,unit,O,40,4,training
5057,.,O,40,4,training
5058,Apparatus,O,41,4,training
5059,and,O,41,4,training
5060,systems,B-HARDWARE,41,4,training
5061,using,I-HARDWARE,41,4,training
5062,merchandise,I-HARDWARE,41,4,training
5063,activity,I-HARDWARE,41,4,training
5064,sensors,I-HARDWARE,41,4,training
5065,for,O,41,4,training
5066,increasing,B-FUNCIONALIDADE,41,4,training
5067,the,I-FUNCIONALIDADE,41,4,training
5068,awareness,I-FUNCIONALIDADE,41,4,training
5069,of,I-FUNCIONALIDADE,41,4,training
5070,interactivity,I-FUNCIONALIDADE,41,4,training
5071,with,O,41,4,training
5072,merchandise,O,41,4,training
5073,on,O,41,4,training
5074,retail,O,41,4,training
5075,store,O,41,4,training
5076,displays,O,41,4,training
5077,(,O,41,4,training
5078,shelves,O,41,4,training
5079,",",O,41,4,training
5080,peg,O,41,4,training
5081,hooks,O,41,4,training
5082,",",O,41,4,training
5083,merchandise,O,41,4,training
5084,pushers,O,41,4,training
5085,",",O,41,4,training
5086,and,O,41,4,training
5087,other,O,41,4,training
5088,Point,O,41,4,training
5089,of,O,41,4,training
5090,Purchase,O,41,4,training
5091,displays,O,41,4,training
5092,),O,41,4,training
5093,in,O,41,4,training
5094,order,O,41,4,training
5095,to,O,41,4,training
5096,facilitate,B-FUNCIONALIDADE,41,4,training
5097,more,I-FUNCIONALIDADE,41,4,training
5098,effective,I-FUNCIONALIDADE,41,4,training
5099,customer,I-FUNCIONALIDADE,41,4,training
5100,service,I-FUNCIONALIDADE,41,4,training
5101,",",O,41,4,training
5102,reduce,B-FUNCIONALIDADE,41,4,training
5103,theft,I-FUNCIONALIDADE,41,4,training
5104,and,O,41,4,training
5105,to,O,41,4,training
5106,provide,B-FUNCIONALIDADE,41,4,training
5107,additional,I-FUNCIONALIDADE,41,4,training
5108,analysis,I-FUNCIONALIDADE,41,4,training
5109,data,I-FUNCIONALIDADE,41,4,training
5110,related,O,41,4,training
5111,to,O,41,4,training
5112,merchandise,O,41,4,training
5113,/,O,41,4,training
5114,shopper,O,41,4,training
5115,interaction,O,41,4,training
5116,.,O,41,4,training
5117,A,O,42,4,training
5118,multipurpose,O,42,4,training
5119,rollable,O,42,4,training
5120,moving,O,42,4,training
5121,device,O,42,4,training
5122,is,O,42,4,training
5123,provided,O,42,4,training
5124,.,O,42,4,training
5125,The,O,42,4,training
5126,multipurpose,O,42,4,training
5127,rollable,O,42,4,training
5128,moving,O,42,4,training
5129,device,O,42,4,training
5130,includes,O,42,4,training
5131,:,O,42,4,training
5132,a,O,42,4,training
5133,spherical,O,42,4,training
5134,driving,O,42,4,training
5135,wheel,O,42,4,training
5136,",",O,42,4,training
5137,a,O,42,4,training
5138,driving,O,42,4,training
5139,device,O,42,4,training
5140,that,O,42,4,training
5141,is,O,42,4,training
5142,installed,O,42,4,training
5143,within,O,42,4,training
5144,the,O,42,4,training
5145,driving,O,42,4,training
5146,wheel,O,42,4,training
5147,in,O,42,4,training
5148,order,O,42,4,training
5149,to,O,42,4,training
5150,apply,O,42,4,training
5151,a,O,42,4,training
5152,torque,O,42,4,training
5153,to,O,42,4,training
5154,the,O,42,4,training
5155,spherical,O,42,4,training
5156,driving,O,42,4,training
5157,wheel,O,42,4,training
5158,",",O,42,4,training
5159,a,O,42,4,training
5160,docking,O,42,4,training
5161,portion,O,42,4,training
5162,that,O,42,4,training
5163,is,O,42,4,training
5164,installed,O,42,4,training
5165,within,O,42,4,training
5166,the,O,42,4,training
5167,spherical,O,42,4,training
5168,driving,O,42,4,training
5169,wheel,O,42,4,training
5170,to,O,42,4,training
5171,generate,O,42,4,training
5172,a,O,42,4,training
5173,magnetic,O,42,4,training
5174,force,O,42,4,training
5175,",",O,42,4,training
5176,and,O,42,4,training
5177,a,O,42,4,training
5178,mounting,O,42,4,training
5179,portion,O,42,4,training
5180,that,O,42,4,training
5181,may,O,42,4,training
5182,be,O,42,4,training
5183,attached,O,42,4,training
5184,to,O,42,4,training
5185,a,O,42,4,training
5186,surface,O,42,4,training
5187,of,O,42,4,training
5188,the,O,42,4,training
5189,spherical,O,42,4,training
5190,driving,O,42,4,training
5191,wheel,O,42,4,training
5192,by,O,42,4,training
5193,a,O,42,4,training
5194,magnetic,O,42,4,training
5195,force,O,42,4,training
5196,of,O,42,4,training
5197,the,O,42,4,training
5198,docking,O,42,4,training
5199,portion,O,42,4,training
5200,and,O,42,4,training
5201,that,O,42,4,training
5202,may,O,42,4,training
5203,mount,O,42,4,training
5204,an,O,42,4,training
5205,article,O,42,4,training
5206,.,O,42,4,training
5207,Therefore,O,42,4,training
5208,",",O,42,4,training
5209,the,O,42,4,training
5210,multipurpose,O,42,4,training
5211,rollable,O,42,4,training
5212,moving,O,42,4,training
5213,device,O,42,4,training
5214,can,O,42,4,training
5215,mount,O,42,4,training
5216,an,O,42,4,training
5217,article,O,42,4,training
5218,and,O,42,4,training
5219,easily,O,42,4,training
5220,stably,O,42,4,training
5221,move,O,42,4,training
5222,in,O,42,4,training
5223,an,O,42,4,training
5224,omnidirection,O,42,4,training
5225,on,O,42,4,training
5226,the,O,42,4,training
5227,ground,O,42,4,training
5228,.,O,42,4,training
5229,An,O,43,4,training
5230,interactive,O,43,4,training
5231,",",O,43,4,training
5232,electronic,B-COMUNICAÇÃO,43,4,training
5233,network,I-COMUNICAÇÃO,43,4,training
5234,that,O,43,4,training
5235,enables,B-FUNCIONALIDADE,43,4,training
5236,multi,I-FUNCIONALIDADE,43,4,training
5237,-,I-FUNCIONALIDADE,43,4,training
5238,level,I-FUNCIONALIDADE,43,4,training
5239,control,I-FUNCIONALIDADE,43,4,training
5240,",",O,43,4,training
5241,variable,O,43,4,training
5242,access,O,43,4,training
5243,",",O,43,4,training
5244,multi,O,43,4,training
5245,-,O,43,4,training
5246,user,O,43,4,training
5247,communications,O,43,4,training
5248,of,O,43,4,training
5249,real,O,43,4,training
5250,-,O,43,4,training
5251,time,O,43,4,training
5252,contextually,O,43,4,training
5253,relevant,O,43,4,training
5254,data,O,43,4,training
5255,or,O,43,4,training
5256,information,O,43,4,training
5257,among,O,43,4,training
5258,network,O,43,4,training
5259,-,I-HARDWARE,43,4,training
5260,connected,I-HARDWARE,43,4,training
5261,devices,I-HARDWARE,43,4,training
5262,",",O,43,4,training
5263,and,O,43,4,training
5264,actions,O,43,4,training
5265,based,O,43,4,training
5266,on,O,43,4,training
5267,those,O,43,4,training
5268,communications,O,43,4,training
5269,",",O,43,4,training
5270,as,O,43,4,training
5271,the,O,43,4,training
5272,network,B-HARDWARE,43,4,training
5273,-,I-HARDWARE,43,4,training
5274,connected,I-HARDWARE,43,4,training
5275,devices,I-HARDWARE,43,4,training
5276,move,O,43,4,training
5277,from,O,43,4,training
5278,one,O,43,4,training
5279,location,O,43,4,training
5280,to,O,43,4,training
5281,another,O,43,4,training
5282,and,O,43,4,training
5283,/,O,43,4,training
5284,or,O,43,4,training
5285,the,O,43,4,training
5286,data,O,43,4,training
5287,/,O,43,4,training
5288,information,O,43,4,training
5289,flow,O,43,4,training
5290,among,O,43,4,training
5291,those,O,43,4,training
5292,devices,O,43,4,training
5293,change,O,43,4,training
5294,over,O,43,4,training
5295,time,O,43,4,training
5296,.,O,43,4,training
5297,An,O,44,4,training
5298,X,B-HARDWARE,44,4,training
5299,-,I-HARDWARE,44,4,training
5300,ray,I-HARDWARE,44,4,training
5301,imaging,I-HARDWARE,44,4,training
5302,detector,I-HARDWARE,44,4,training
5303,comprises,O,44,4,training
5304,at,O,44,4,training
5305,least,O,44,4,training
5306,one,O,44,4,training
5307,wireless,B-HARDWARE,44,4,training
5308,transceiver,I-HARDWARE,44,4,training
5309,configured,O,44,4,training
5310,to,O,44,4,training
5311,download,B-FUNCIONALIDADE,44,4,training
5312,study,I-FUNCIONALIDADE,44,4,training
5313,data,I-FUNCIONALIDADE,44,4,training
5314,from,O,44,4,training
5315,at,O,44,4,training
5316,least,O,44,4,training
5317,one,O,44,4,training
5318,external,B-SOFTWARE,44,4,training
5319,server,I-SOFTWARE,44,4,training
5320,",",O,44,4,training
5321,a,O,44,4,training
5322,digital,B-HARDWARE,44,4,training
5323,image,I-HARDWARE,44,4,training
5324,sensor,I-HARDWARE,44,4,training
5325,configured,O,44,4,training
5326,to,O,44,4,training
5327,generate,B-FUNCIONALIDADE,44,4,training
5328,a,I-FUNCIONALIDADE,44,4,training
5329,plurality,I-FUNCIONALIDADE,44,4,training
5330,of,I-FUNCIONALIDADE,44,4,training
5331,signals,I-FUNCIONALIDADE,44,4,training
5332,in,O,44,4,training
5333,response,O,44,4,training
5334,to,O,44,4,training
5335,x,O,44,4,training
5336,-,O,44,4,training
5337,rays,O,44,4,training
5338,incident,O,44,4,training
5339,on,O,44,4,training
5340,the,O,44,4,training
5341,imaging,B-HARDWARE,44,4,training
5342,detector,I-HARDWARE,44,4,training
5343,",",I-HARDWARE,44,4,training
5344,and,O,44,4,training
5345,at,O,44,4,training
5346,least,O,44,4,training
5347,one,O,44,4,training
5348,processor,B-HARDWARE,44,4,training
5349,communicatively,O,44,4,training
5350,coupled,O,44,4,training
5351,to,O,44,4,training
5352,the,O,44,4,training
5353,imaging,B-HARDWARE,44,4,training
5354,detector,I-HARDWARE,44,4,training
5355,and,O,44,4,training
5356,the,O,44,4,training
5357,radio,B-HARDWARE,44,4,training
5358,.,O,44,4,training
5359,The,O,44,4,training
5360,at,O,44,4,training
5361,least,O,44,4,training
5362,one,O,44,4,training
5363,processor,B-HARDWARE,44,4,training
5364,is,O,44,4,training
5365,configured,O,44,4,training
5366,to,O,44,4,training
5367,receive,B-FUNCIONALIDADE,44,4,training
5368,the,I-FUNCIONALIDADE,44,4,training
5369,plurality,I-FUNCIONALIDADE,44,4,training
5370,of,I-FUNCIONALIDADE,44,4,training
5371,signals,I-FUNCIONALIDADE,44,4,training
5372,and,O,44,4,training
5373,generate,B-FUNCIONALIDADE,44,4,training
5374,a,I-FUNCIONALIDADE,44,4,training
5375,digital,I-FUNCIONALIDADE,44,4,training
5376,representation,I-FUNCIONALIDADE,44,4,training
5377,of,I-FUNCIONALIDADE,44,4,training
5378,an,I-FUNCIONALIDADE,44,4,training
5379,x,I-FUNCIONALIDADE,44,4,training
5380,-,I-FUNCIONALIDADE,44,4,training
5381,ray,I-FUNCIONALIDADE,44,4,training
5382,image,I-FUNCIONALIDADE,44,4,training
5383,based,O,44,4,training
5384,on,O,44,4,training
5385,the,O,44,4,training
5386,plurality,O,44,4,training
5387,of,O,44,4,training
5388,signals,O,44,4,training
5389,and,O,44,4,training
5390,associate,O,44,4,training
5391,the,O,44,4,training
5392,digital,O,44,4,training
5393,representation,O,44,4,training
5394,to,O,44,4,training
5395,the,O,44,4,training
5396,study,O,44,4,training
5397,data,O,44,4,training
5398,.,O,44,4,training
5399,Apparatus,O,45,4,training
5400,and,O,45,4,training
5401,systems,O,45,4,training
5402,using,O,45,4,training
5403,merchandise,B-HARDWARE,45,4,training
5404,activity,I-HARDWARE,45,4,training
5405,sensors,I-HARDWARE,45,4,training
5406,for,O,45,4,training
5407,increasing,B-FUNCIONALIDADE,45,4,training
5408,the,I-FUNCIONALIDADE,45,4,training
5409,awareness,I-FUNCIONALIDADE,45,4,training
5410,of,I-FUNCIONALIDADE,45,4,training
5411,interactivity,I-FUNCIONALIDADE,45,4,training
5412,with,O,45,4,training
5413,merchandise,O,45,4,training
5414,on,O,45,4,training
5415,retail,O,45,4,training
5416,store,O,45,4,training
5417,displays,O,45,4,training
5418,(,O,45,4,training
5419,shelves,O,45,4,training
5420,",",O,45,4,training
5421,peg,O,45,4,training
5422,hooks,O,45,4,training
5423,",",O,45,4,training
5424,merchandise,O,45,4,training
5425,pushers,O,45,4,training
5426,",",O,45,4,training
5427,and,O,45,4,training
5428,other,O,45,4,training
5429,Point,O,45,4,training
5430,of,O,45,4,training
5431,Purchase,O,45,4,training
5432,displays,O,45,4,training
5433,),O,45,4,training
5434,in,O,45,4,training
5435,order,O,45,4,training
5436,to,O,45,4,training
5437,facilitate,B-FUNCIONALIDADE,45,4,training
5438,more,I-FUNCIONALIDADE,45,4,training
5439,effective,I-FUNCIONALIDADE,45,4,training
5440,customer,I-FUNCIONALIDADE,45,4,training
5441,service,I-FUNCIONALIDADE,45,4,training
5442,",",O,45,4,training
5443,reduce,B-FUNCIONALIDADE,45,4,training
5444,theft,I-FUNCIONALIDADE,45,4,training
5445,and,O,45,4,training
5446,to,O,45,4,training
5447,provide,B-FUNCIONALIDADE,45,4,training
5448,additional,I-FUNCIONALIDADE,45,4,training
5449,analysis,I-FUNCIONALIDADE,45,4,training
5450,data,I-FUNCIONALIDADE,45,4,training
5451,related,O,45,4,training
5452,to,O,45,4,training
5453,merchandise,O,45,4,training
5454,/,O,45,4,training
5455,shopper,O,45,4,training
5456,interaction,O,45,4,training
5457,.,O,45,4,training
5458,Additionally,O,45,4,training
5459,",",O,45,4,training
5460,apparatus,O,45,4,training
5461,and,O,45,4,training
5462,systems,O,45,4,training
5463,for,O,45,4,training
5464,the,O,45,4,training
5465,conversion,O,45,4,training
5466,of,O,45,4,training
5467,cameras,O,45,4,training
5468,from,O,45,4,training
5469,passive,O,45,4,training
5470,to,O,45,4,training
5471,active,O,45,4,training
5472,deterrence,O,45,4,training
5473,devices,O,45,4,training
5474,aware,O,45,4,training
5475,of,O,45,4,training
5476,events,O,45,4,training
5477,occurring,O,45,4,training
5478,the,O,45,4,training
5479,environment,O,45,4,training
5480,.,O,45,4,training
5481,More,O,45,4,training
5482,particularly,O,45,4,training
5483,",",O,45,4,training
5484,the,O,45,4,training
5485,present,O,45,4,training
5486,invention,O,45,4,training
5487,pertains,O,45,4,training
5488,to,O,45,4,training
5489,awareness,O,45,4,training
5490,of,O,45,4,training
5491,behaviors,O,45,4,training
5492,often,O,45,4,training
5493,related,O,45,4,training
5494,to,O,45,4,training
5495,potential,O,45,4,training
5496,theft,O,45,4,training
5497,activity,O,45,4,training
5498,.,O,45,4,training
5499,Disclosed,O,46,4,training
5500,is,O,46,4,training
5501,vehicle,B-SOFTWARE,46,4,training
5502,movement,I-SOFTWARE,46,4,training
5503,prediction,I-SOFTWARE,46,4,training
5504,method,I-SOFTWARE,46,4,training
5505,and,O,46,4,training
5506,apparatus,O,46,4,training
5507,for,O,46,4,training
5508,identifying,B-FUNCIONALIDADE,46,4,training
5509,a,I-FUNCIONALIDADE,46,4,training
5510,type,I-FUNCIONALIDADE,46,4,training
5511,of,I-FUNCIONALIDADE,46,4,training
5512,a,I-FUNCIONALIDADE,46,4,training
5513,target,I-FUNCIONALIDADE,46,4,training
5514,vehicle,I-FUNCIONALIDADE,46,4,training
5515,traveling,I-FUNCIONALIDADE,46,4,training
5516,in,O,46,4,training
5517,a,O,46,4,training
5518,target,O,46,4,training
5519,lane,O,46,4,training
5520,on,O,46,4,training
5521,a,O,46,4,training
5522,road,O,46,4,training
5523,and,O,46,4,training
5524,generating,B-FUNCIONALIDADE,46,4,training
5525,movement,I-FUNCIONALIDADE,46,4,training
5526,prediction,I-FUNCIONALIDADE,46,4,training
5527,information,I-FUNCIONALIDADE,46,4,training
5528,to,O,46,4,training
5529,predict,B-FUNCIONALIDADE,46,4,training
5530,a,I-FUNCIONALIDADE,46,4,training
5531,movement,I-FUNCIONALIDADE,46,4,training
5532,of,O,46,4,training
5533,the,O,46,4,training
5534,target,O,46,4,training
5535,vehicle,O,46,4,training
5536,based,O,46,4,training
5537,on,O,46,4,training
5538,the,O,46,4,training
5539,type,O,46,4,training
5540,of,O,46,4,training
5541,the,O,46,4,training
5542,target,O,46,4,training
5543,vehicle,O,46,4,training
5544,",",O,46,4,training
5545,wherein,O,46,4,training
5546,the,O,46,4,training
5547,movement,O,46,4,training
5548,is,O,46,4,training
5549,associated,O,46,4,training
5550,with,O,46,4,training
5551,the,O,46,4,training
5552,target,O,46,4,training
5553,lane,O,46,4,training
5554,.,O,46,4,training
5555,A,O,47,4,training
5556,battery,B-HARDWARE,47,4,training
5557,temperature,I-HARDWARE,47,4,training
5558,controlling,I-HARDWARE,47,4,training
5559,apparatus,I-HARDWARE,47,4,training
5560,includes,O,47,4,training
5561,a,O,47,4,training
5562,battery,B-HARDWARE,47,4,training
5563,pack,I-HARDWARE,47,4,training
5564,and,O,47,4,training
5565,a,O,47,4,training
5566,controller,B-HARDWARE,47,4,training
5567,.,O,47,4,training
5568,The,O,47,4,training
5569,battery,B-HARDWARE,47,4,training
5570,pack,I-HARDWARE,47,4,training
5571,includes,O,47,4,training
5572,battery,B-HARDWARE,47,4,training
5573,modules,I-HARDWARE,47,4,training
5574,",",O,47,4,training
5575,and,O,47,4,training
5576,at,O,47,4,training
5577,least,O,47,4,training
5578,one,O,47,4,training
5579,of,O,47,4,training
5580,the,O,47,4,training
5581,battery,B-HARDWARE,47,4,training
5582,modules,I-HARDWARE,47,4,training
5583,includes,O,47,4,training
5584,an,O,47,4,training
5585,antenna,B-HARDWARE,47,4,training
5586,and,O,47,4,training
5587,a,O,47,4,training
5588,coil,B-HARDWARE,47,4,training
5589,.,O,47,4,training
5590,The,O,47,4,training
5591,antenna,B-HARDWARE,47,4,training
5592,is,O,47,4,training
5593,configured,O,47,4,training
5594,to,O,47,4,training
5595,communicate,O,47,4,training
5596,with,O,47,4,training
5597,a,O,47,4,training
5598,corresponding,O,47,4,training
5599,adjacent,O,47,4,training
5600,one,O,47,4,training
5601,of,O,47,4,training
5602,the,O,47,4,training
5603,battery,O,47,4,training
5604,modules,O,47,4,training
5605,.,O,47,4,training
5606,The,O,47,4,training
5607,coil,B-HARDWARE,47,4,training
5608,is,O,47,4,training
5609,configured,O,47,4,training
5610,to,O,47,4,training
5611,transmit,O,47,4,training
5612,and,O,47,4,training
5613,receive,O,47,4,training
5614,power,O,47,4,training
5615,with,O,47,4,training
5616,the,O,47,4,training
5617,corresponding,O,47,4,training
5618,adjacent,O,47,4,training
5619,one,O,47,4,training
5620,of,O,47,4,training
5621,the,O,47,4,training
5622,battery,B-HARDWARE,47,4,training
5623,modules,I-HARDWARE,47,4,training
5624,.,O,47,4,training
5625,The,O,47,4,training
5626,controller,B-HARDWARE,47,4,training
5627,is,O,47,4,training
5628,configured,O,47,4,training
5629,to,O,47,4,training
5630,control,B-FUNCIONALIDADE,47,4,training
5631,a,I-FUNCIONALIDADE,47,4,training
5632,temperature,I-FUNCIONALIDADE,47,4,training
5633,of,O,47,4,training
5634,the,O,47,4,training
5635,battery,B-HARDWARE,47,4,training
5636,pack,I-HARDWARE,47,4,training
5637,based,O,47,4,training
5638,on,O,47,4,training
5639,information,O,47,4,training
5640,of,O,47,4,training
5641,the,O,47,4,training
5642,battery,O,47,4,training
5643,pack,O,47,4,training
5644,.,O,47,4,training
5645,Disclosed,O,48,4,training
5646,is,O,48,4,training
5647,a,O,48,4,training
5648,lane,O,48,4,training
5649,maintaining,O,48,4,training
5650,method,O,48,4,training
5651,and,O,48,4,training
5652,apparatus,O,48,4,training
5653,",",O,48,4,training
5654,the,O,48,4,training
5655,method,O,48,4,training
5656,includes,O,48,4,training
5657,determining,B-FUNCIONALIDADE,48,4,training
5658,a,I-FUNCIONALIDADE,48,4,training
5659,presence,I-FUNCIONALIDADE,48,4,training
5660,of,O,48,4,training
5661,a,O,48,4,training
5662,tunnel,O,48,4,training
5663,in,O,48,4,training
5664,front,O,48,4,training
5665,of,O,48,4,training
5666,a,O,48,4,training
5667,vehicle,O,48,4,training
5668,",",O,48,4,training
5669,detecting,B-FUNCIONALIDADE,48,4,training
5670,a,I-FUNCIONALIDADE,48,4,training
5671,first,I-FUNCIONALIDADE,48,4,training
5672,lighting,I-FUNCIONALIDADE,48,4,training
5673,pattern,I-FUNCIONALIDADE,48,4,training
5674,in,O,48,4,training
5675,the,O,48,4,training
5676,tunnel,O,48,4,training
5677,from,O,48,4,training
5678,a,O,48,4,training
5679,first,O,48,4,training
5680,front,O,48,4,training
5681,view,O,48,4,training
5682,image,O,48,4,training
5683,acquired,O,48,4,training
5684,from,O,48,4,training
5685,the,O,48,4,training
5686,vehicle,O,48,4,training
5687,before,O,48,4,training
5688,the,O,48,4,training
5689,vehicle,O,48,4,training
5690,enters,O,48,4,training
5691,the,O,48,4,training
5692,tunnel,O,48,4,training
5693,in,O,48,4,training
5694,response,O,48,4,training
5695,the,O,48,4,training
5696,tunnel,O,48,4,training
5697,being,O,48,4,training
5698,present,O,48,4,training
5699,",",O,48,4,training
5700,determining,B-FUNCIONALIDADE,48,4,training
5701,reference,I-FUNCIONALIDADE,48,4,training
5702,information,I-FUNCIONALIDADE,48,4,training
5703,on,O,48,4,training
5704,a,O,48,4,training
5705,current,O,48,4,training
5706,driving,O,48,4,training
5707,lane,O,48,4,training
5708,of,O,48,4,training
5709,the,O,48,4,training
5710,vehicle,O,48,4,training
5711,based,O,48,4,training
5712,on,O,48,4,training
5713,the,O,48,4,training
5714,first,O,48,4,training
5715,lighting,O,48,4,training
5716,pattern,O,48,4,training
5717,",",O,48,4,training
5718,detecting,B-FUNCIONALIDADE,48,4,training
5719,a,I-FUNCIONALIDADE,48,4,training
5720,second,I-FUNCIONALIDADE,48,4,training
5721,lighting,I-FUNCIONALIDADE,48,4,training
5722,pattern,I-FUNCIONALIDADE,48,4,training
5723,in,O,48,4,training
5724,the,O,48,4,training
5725,tunnel,O,48,4,training
5726,from,O,48,4,training
5727,a,O,48,4,training
5728,second,O,48,4,training
5729,front,O,48,4,training
5730,view,O,48,4,training
5731,image,O,48,4,training
5732,acquired,O,48,4,training
5733,after,O,48,4,training
5734,the,O,48,4,training
5735,vehicle,O,48,4,training
5736,enters,O,48,4,training
5737,the,O,48,4,training
5738,tunnel,O,48,4,training
5739,",",O,48,4,training
5740,and,O,48,4,training
5741,determining,B-FUNCIONALIDADE,48,4,training
5742,whether,I-FUNCIONALIDADE,48,4,training
5743,the,I-FUNCIONALIDADE,48,4,training
5744,vehicle,I-FUNCIONALIDADE,48,4,training
5745,departs,I-FUNCIONALIDADE,48,4,training
5746,from,O,48,4,training
5747,the,O,48,4,training
5748,current,O,48,4,training
5749,driving,O,48,4,training
5750,lane,O,48,4,training
5751,based,O,48,4,training
5752,on,O,48,4,training
5753,the,O,48,4,training
5754,second,O,48,4,training
5755,lighting,O,48,4,training
5756,pattern,O,48,4,training
5757,and,O,48,4,training
5758,the,O,48,4,training
5759,reference,O,48,4,training
5760,information,O,48,4,training
5761,.,O,48,4,training
5762,Provided,O,49,4,training
5763,are,O,49,4,training
5764,a,O,49,4,training
5765,regenerative,O,49,4,training
5766,braking,O,49,4,training
5767,method,O,49,4,training
5768,and,O,49,4,training
5769,device,O,49,4,training
5770,for,O,49,4,training
5771,a,O,49,4,training
5772,transportation,O,49,4,training
5773,device,O,49,4,training
5774,.,O,49,4,training
5775,A,O,49,4,training
5776,regenerative,O,49,4,training
5777,braking,O,49,4,training
5778,method,O,49,4,training
5779,through,O,49,4,training
5780,adaptation,O,49,4,training
5781,to,O,49,4,training
5782,a,O,49,4,training
5783,driving,O,49,4,training
5784,habit,O,49,4,training
5785,includes,O,49,4,training
5786,accumulating,O,49,4,training
5787,a,O,49,4,training
5788,deceleration,O,49,4,training
5789,level,O,49,4,training
5790,of,O,49,4,training
5791,a,O,49,4,training
5792,driver,O,49,4,training
5793,",",O,49,4,training
5794,determining,O,49,4,training
5795,a,O,49,4,training
5796,regenerative,O,49,4,training
5797,braking,O,49,4,training
5798,level,O,49,4,training
5799,based,O,49,4,training
5800,on,O,49,4,training
5801,the,O,49,4,training
5802,accumulated,O,49,4,training
5803,deceleration,O,49,4,training
5804,level,O,49,4,training
5805,",",O,49,4,training
5806,and,O,49,4,training
5807,controlling,O,49,4,training
5808,a,O,49,4,training
5809,torque,O,49,4,training
5810,of,O,49,4,training
5811,a,O,49,4,training
5812,motor,O,49,4,training
5813,based,O,49,4,training
5814,on,O,49,4,training
5815,the,O,49,4,training
5816,regenerative,O,49,4,training
5817,braking,O,49,4,training
5818,level,O,49,4,training
5819,.,O,49,4,training
5820,Methods,O,50,4,training
5821,",",O,50,4,training
5822,apparatus,O,50,4,training
5823,",",O,50,4,training
5824,systems,O,50,4,training
5825,and,O,50,4,training
5826,articles,O,50,4,training
5827,of,O,50,4,training
5828,manufacture,O,50,4,training
5829,to,O,50,4,training
5830,provide,B-FUNCIONALIDADE,50,4,training
5831,an,I-FUNCIONALIDADE,50,4,training
5832,improved,I-FUNCIONALIDADE,50,4,training
5833,mobility,I-FUNCIONALIDADE,50,4,training
5834,vehicle,I-FUNCIONALIDADE,50,4,training
5835,are,O,50,4,training
5836,disclosed,O,50,4,training
5837,.,O,50,4,training
5838,An,O,50,4,training
5839,example,O,50,4,training
5840,vehicle,O,50,4,training
5841,includes,O,50,4,training
5842,a,O,50,4,training
5843,sensor,B-HARDWARE,50,4,training
5844,positioned,O,50,4,training
5845,with,O,50,4,training
5846,respect,O,50,4,training
5847,to,O,50,4,training
5848,a,O,50,4,training
5849,seat,O,50,4,training
5850,to,O,50,4,training
5851,detect,B-FUNCIONALIDADE,50,4,training
5852,pressure,I-FUNCIONALIDADE,50,4,training
5853,by,O,50,4,training
5854,a,O,50,4,training
5855,user,B-PESSOA,50,4,training
5856,with,O,50,4,training
5857,respect,O,50,4,training
5858,to,O,50,4,training
5859,the,O,50,4,training
5860,sensor,B-HARDWARE,50,4,training
5861,and,O,50,4,training
5862,to,O,50,4,training
5863,generate,B-FUNCIONALIDADE,50,4,training
5864,a,I-FUNCIONALIDADE,50,4,training
5865,signal,I-FUNCIONALIDADE,50,4,training
5866,corresponding,O,50,4,training
5867,to,O,50,4,training
5868,the,O,50,4,training
5869,pressure,O,50,4,training
5870,",",O,50,4,training
5871,and,O,50,4,training
5872,a,O,50,4,training
5873,processor,B-HARDWARE,50,4,training
