item,token,tag,sentence,patent,partition,trainingTest
3080,adapted,O,3,27,3,training
3081,to,O,3,27,3,training
3082,handle,O,3,27,3,training
3083,multiple,O,3,27,3,training
3084,pairs,O,3,27,3,training
3085,of,O,3,27,3,training
3086,devices,O,3,27,3,training
3087,simultaneously,O,3,27,3,training
3088,.,O,3,27,3,training
3089,Location,O,4,27,3,training
3090,data,O,4,27,3,training
3091,is,O,4,27,3,training
3092,only,O,4,27,3,training
3093,required,O,4,27,3,training
3094,and,O,4,27,3,training
3095,generated,O,4,27,3,training
3096,in,O,4,27,3,training
3097,a,O,4,27,3,training
3098,local,B-SOFTWARE,4,27,3,training
3099,coordinate,I-SOFTWARE,4,27,3,training
3100,system,I-SOFTWARE,4,27,3,training
3101,(,O,4,27,3,training
3102,independent,O,4,27,3,training
3103,of,O,4,27,3,training
3104,absolute,O,4,27,3,training
3105,locations,O,4,27,3,training
3106,),O,4,27,3,training
3107,which,O,4,27,3,training
3108,helps,O,4,27,3,training
3109,to,O,4,27,3,training
3110,preserve,O,4,27,3,training
3111,privacy,O,4,27,3,training
3112,.,O,4,27,3,training
3113,An,O,5,27,3,training
3114,individual,O,5,27,3,training
3115,device,O,5,27,3,training
3116,that,O,5,27,3,training
3117,determines,B-FUNCIONALIDADE,5,27,3,training
3118,the,I-FUNCIONALIDADE,5,27,3,training
3119,presence,I-FUNCIONALIDADE,5,27,3,training
3120,of,I-FUNCIONALIDADE,5,27,3,training
3121,another,I-FUNCIONALIDADE,5,27,3,training
3122,device,I-FUNCIONALIDADE,5,27,3,training
3123,within,O,5,27,3,training
3124,a,O,5,27,3,training
3125,prescribed,O,5,27,3,training
3126,distance,O,5,27,3,training
3127,(,O,5,27,3,training
3128,e,O,5,27,3,training
3129,.,O,5,27,3,training
3130,g,O,5,27,3,training
3131,.,O,5,27,3,training
3132,",",O,5,27,3,training
3133,2,O,5,27,3,training
3134,meters,O,5,27,3,training
3135,or,O,5,27,3,training
3136,6,O,5,27,3,training
3137,feet,O,5,27,3,training
3138,),O,5,27,3,training
3139,stores,B-FUNCIONALIDADE,5,27,3,training
3140,a,I-FUNCIONALIDADE,5,27,3,training
3141,unique,I-FUNCIONALIDADE,5,27,3,training
3142,identifier,I-FUNCIONALIDADE,5,27,3,training
3143,of,O,5,27,3,training
3144,the,O,5,27,3,training
3145,other,O,5,27,3,training
3146,device,O,5,27,3,training
3147,along,O,5,27,3,training
3148,with,O,5,27,3,training
3149,a,O,5,27,3,training
3150,timestamp,O,5,27,3,training
3151,in,O,5,27,3,training
3152,its,O,5,27,3,training
3153,memory,B-HARDWARE,5,27,3,training
3154,in,O,5,27,3,training
3155,encrypted,O,5,27,3,training
3156,form,O,5,27,3,training
3157,and,O,5,27,3,training
3158,separately,O,5,27,3,training
3159,uploads,O,5,27,3,training
3160,this,O,5,27,3,training
3161,same,O,5,27,3,training
3162,information,O,5,27,3,training
3163,securely,O,5,27,3,training
3164,to,O,5,27,3,training
3165,a,O,5,27,3,training
3166,central,B-SOFTWARE,5,27,3,training
3167,database,I-SOFTWARE,5,27,3,training
3168,.,O,5,27,3,training
3169,The,O,6,27,3,training
3170,methods,O,6,27,3,training
3171,disclosed,O,6,27,3,training
3172,can,O,6,27,3,training
3173,also,O,6,27,3,training
3174,be,O,6,27,3,training
3175,used,O,6,27,3,training
3176,for,O,6,27,3,training
3177,other,O,6,27,3,training
3178,applications,O,6,27,3,training
3179,such,O,6,27,3,training
3180,as,O,6,27,3,training
3181,gaming,O,6,27,3,training
3182,where,O,6,27,3,training
3183,keeping,O,6,27,3,training
3184,track,O,6,27,3,training
3185,of,O,6,27,3,training
3186,contacts,O,6,27,3,training
3187,between,O,6,27,3,training
3188,participants,B-PESSOA,6,27,3,training
3189,in,O,6,27,3,training
3190,a,O,6,27,3,training
3191,local,B-SOFTWARE,6,27,3,training
3192,coordinate,I-SOFTWARE,6,27,3,training
3193,system,I-SOFTWARE,6,27,3,training
3194,",",O,6,27,3,training
3195,while,O,6,27,3,training
3196,maintaining,O,6,27,3,training
3197,privacy,O,6,27,3,training
3198,",",O,6,27,3,training
3199,is,O,6,27,3,training
3200,useful,O,6,27,3,training
3201,.,O,6,27,3,training
3202,A,O,1,28,3,training
3203,hybrid,B-HARDWARE,1,28,3,training
3204,modular,I-HARDWARE,1,28,3,training
3205,appliance,I-HARDWARE,1,28,3,training
3206,or,O,1,28,3,training
3207,electronic,B-HARDWARE,1,28,3,training
3208,device,I-HARDWARE,1,28,3,training
3209,allows,O,1,28,3,training
3210,a,O,1,28,3,training
3211,user,B-PESSOA,1,28,3,training
3212,to,O,1,28,3,training
3213,plug,B-FUNCIONALIDADE,1,28,3,training
3214,a,I-FUNCIONALIDADE,1,28,3,training
3215,number,I-FUNCIONALIDADE,1,28,3,training
3216,of,I-FUNCIONALIDADE,1,28,3,training
3217,snap,I-FUNCIONALIDADE,1,28,3,training
3218,-,I-FUNCIONALIDADE,1,28,3,training
3219,together,I-FUNCIONALIDADE,1,28,3,training
3220,component,I-FUNCIONALIDADE,1,28,3,training
3221,modules,I-FUNCIONALIDADE,1,28,3,training
3222,of,O,1,28,3,training
3223,different,O,1,28,3,training
3224,types,O,1,28,3,training
3225,into,O,1,28,3,training
3226,a,O,1,28,3,training
3227,base,O,1,28,3,training
3228,device,O,1,28,3,training
3229,",",O,1,28,3,training
3230,so,O,1,28,3,training
3231,that,O,1,28,3,training
3232,the,O,1,28,3,training
3233,resulting,O,1,28,3,training
3234,assembly,O,1,28,3,training
3235,performs,O,1,28,3,training
3236,a,O,1,28,3,training
3237,custom,O,1,28,3,training
3238,-,O,1,28,3,training
3239,designed,O,1,28,3,training
3240,functionality,O,1,28,3,training
3241,.,O,1,28,3,training
3242,With,O,2,28,3,training
3243,no,O,2,28,3,training
3244,attached,O,2,28,3,training
3245,component,O,2,28,3,training
3246,modules,O,2,28,3,training
3247,",",O,2,28,3,training
3248,the,O,2,28,3,training
3249,base,O,2,28,3,training
3250,device,O,2,28,3,training
3251,functions,O,2,28,3,training
3252,as,O,2,28,3,training
3253,a,O,2,28,3,training
3254,standalone,O,2,28,3,training
3255,consumer,O,2,28,3,training
3256,or,O,2,28,3,training
3257,office,O,2,28,3,training
3258,appliance,O,2,28,3,training
3259,.,O,2,28,3,training
3260,At,O,3,28,3,training
3261,least,O,3,28,3,training
3262,one,O,3,28,3,training
3263,component,O,3,28,3,training
3264,module,O,3,28,3,training
3265,has,O,3,28,3,training
3266,its,O,3,28,3,training
3267,functionality,O,3,28,3,training
3268,not,O,3,28,3,training
3269,supporting,O,3,28,3,training
3270,the,O,3,28,3,training
3271,functionality,O,3,28,3,training
3272,of,O,3,28,3,training
3273,the,O,3,28,3,training
3274,base,O,3,28,3,training
3275,device,O,3,28,3,training
3276,",",O,3,28,3,training
3277,thereby,O,3,28,3,training
3278,allowing,O,3,28,3,training
3279,the,O,3,28,3,training
3280,resulting,O,3,28,3,training
3281,assembly,O,3,28,3,training
3282,a,O,3,28,3,training
3283,hybrid,O,3,28,3,training
3284,device,O,3,28,3,training
3285,.,O,3,28,3,training
3286,Examples,O,4,28,3,training
3287,of,O,4,28,3,training
3288,the,O,4,28,3,training
3289,hybrid,O,4,28,3,training
3290,modular,O,4,28,3,training
3291,devices,O,4,28,3,training
3292,include,O,4,28,3,training
3293,a,O,4,28,3,training
3294,TV,B-HARDWARE,4,28,3,training
3295,-,I-HARDWARE,4,28,3,training
3296,Wi,I-HARDWARE,4,28,3,training
3297,-,I-HARDWARE,4,28,3,training
3298,Fi,I-HARDWARE,4,28,3,training
3299,-,I-HARDWARE,4,28,3,training
3300,router,I-HARDWARE,4,28,3,training
3301,",",O,4,28,3,training
3302,and,O,4,28,3,training
3303,a,O,4,28,3,training
3304,TV,B-HARDWARE,4,28,3,training
3305,-,I-HARDWARE,4,28,3,training
3306,storage,I-HARDWARE,4,28,3,training
3307,-,I-HARDWARE,4,28,3,training
3308,DVR,I-HARDWARE,4,28,3,training
3309,-,I-HARDWARE,4,28,3,training
3310,Wi,I-HARDWARE,4,28,3,training
3311,-,I-HARDWARE,4,28,3,training
3312,Fi,I-HARDWARE,4,28,3,training
3313,-,I-HARDWARE,4,28,3,training
3314,router,I-HARDWARE,4,28,3,training
3315,.,O,4,28,3,training
3316,A,O,5,28,3,training
3317,hybrid,O,5,28,3,training
3318,modular,O,5,28,3,training
3319,device,O,5,28,3,training
3320,can,O,5,28,3,training
3321,serve,B-FUNCIONALIDADE,5,28,3,training
3322,as,I-FUNCIONALIDADE,5,28,3,training
3323,a,I-FUNCIONALIDADE,5,28,3,training
3324,videoconference,I-FUNCIONALIDADE,5,28,3,training
3325,device,I-FUNCIONALIDADE,5,28,3,training
3326,",",O,5,28,3,training
3327,a,O,5,28,3,training
3328,music,O,5,28,3,training
3329,jukebox,O,5,28,3,training
3330,",",O,5,28,3,training
3331,or,O,5,28,3,training
3332,a,O,5,28,3,training
3333,home,O,5,28,3,training
3334,theater,O,5,28,3,training
3335,unit,O,5,28,3,training
3336,.,O,5,28,3,training
3337,Methods,O,1,29,3,training
3338,",",O,1,29,3,training
3339,apparatus,O,1,29,3,training
3340,",",O,1,29,3,training
3341,systems,O,1,29,3,training
3342,and,O,1,29,3,training
3343,articles,O,1,29,3,training
3344,of,O,1,29,3,training
3345,manufacture,O,1,29,3,training
3346,to,O,1,29,3,training
3347,provide,B-FUNCIONALIDADE,1,29,3,training
3348,an,I-FUNCIONALIDADE,1,29,3,training
3349,improved,I-FUNCIONALIDADE,1,29,3,training
3350,mobility,I-FUNCIONALIDADE,1,29,3,training
3351,vehicle,I-FUNCIONALIDADE,1,29,3,training
3352,are,O,1,29,3,training
3353,disclosed,O,1,29,3,training
3354,.,O,1,29,3,training
3355,An,O,2,29,3,training
3356,example,O,2,29,3,training
3357,vehicle,O,2,29,3,training
3358,includes,O,2,29,3,training
3359,a,O,2,29,3,training
3360,sensor,B-HARDWARE,2,29,3,training
3361,positioned,O,2,29,3,training
3362,with,O,2,29,3,training
3363,respect,O,2,29,3,training
3364,to,O,2,29,3,training
3365,a,O,2,29,3,training
3366,seat,O,2,29,3,training
3367,to,O,2,29,3,training
3368,detect,B-FUNCIONALIDADE,2,29,3,training
3369,pressure,I-FUNCIONALIDADE,2,29,3,training
3370,by,O,2,29,3,training
3371,a,O,2,29,3,training
3372,user,B-PESSOA,2,29,3,training
3373,with,O,2,29,3,training
3374,respect,O,2,29,3,training
3375,to,O,2,29,3,training
3376,the,O,2,29,3,training
3377,sensor,B-HARDWARE,2,29,3,training
3378,and,O,2,29,3,training
3379,to,O,2,29,3,training
3380,generate,B-FUNCIONALIDADE,2,29,3,training
3381,a,I-FUNCIONALIDADE,2,29,3,training
3382,signal,I-FUNCIONALIDADE,2,29,3,training
3383,corresponding,O,2,29,3,training
3384,to,O,2,29,3,training
3385,the,O,2,29,3,training
3386,pressure,O,2,29,3,training
3387,;,O,2,29,3,training
3388,and,O,2,29,3,training
3389,a,O,2,29,3,training
3390,processor,B-HARDWARE,2,29,3,training
3391,to,O,2,29,3,training
3392,convert,B-FUNCIONALIDADE,2,29,3,training
3393,the,I-FUNCIONALIDADE,2,29,3,training
3394,signal,I-FUNCIONALIDADE,2,29,3,training
3395,into,O,2,29,3,training
3396,a,O,2,29,3,training
3397,control,O,2,29,3,training
3398,command,O,2,29,3,training
3399,for,O,2,29,3,training
3400,a,O,2,29,3,training
3401,powertrain,O,2,29,3,training
3402,to,O,2,29,3,training
3403,move,B-FUNCIONALIDADE,2,29,3,training
3404,the,I-FUNCIONALIDADE,2,29,3,training
3405,vehicle,I-FUNCIONALIDADE,2,29,3,training
3406,.,O,2,29,3,training
3407,A,O,1,30,3,training
3408,helmet,O,1,30,3,training
3409,may,O,1,30,3,training
3410,include,O,1,30,3,training
3411,:,O,1,30,3,training
3412,a,O,1,30,3,training
3413,brain,B-HARDWARE,1,30,3,training
3414,wave,I-HARDWARE,1,30,3,training
3415,detector,I-HARDWARE,1,30,3,training
3416,configured,O,1,30,3,training
3417,to,O,1,30,3,training
3418,detect,B-FUNCIONALIDADE,1,30,3,training
3419,a,I-FUNCIONALIDADE,1,30,3,training
3420,brain,I-FUNCIONALIDADE,1,30,3,training
3421,wave,I-FUNCIONALIDADE,1,30,3,training
3422,of,O,1,30,3,training
3423,a,O,1,30,3,training
3424,user,B-PESSOA,1,30,3,training
3425,;,O,1,30,3,training
3426,a,O,1,30,3,training
3427,sound,B-HARDWARE,1,30,3,training
3428,input,I-HARDWARE,1,30,3,training
3429,configured,O,1,30,3,training
3430,to,O,1,30,3,training
3431,receive,B-FUNCIONALIDADE,1,30,3,training
3432,sound,I-FUNCIONALIDADE,1,30,3,training
3433,;,O,1,30,3,training
3434,a,O,1,30,3,training
3435,sound,B-HARDWARE,1,30,3,training
3436,output,I-HARDWARE,1,30,3,training
3437,configured,B-FUNCIONALIDADE,1,30,3,training
3438,to,I-FUNCIONALIDADE,1,30,3,training
3439,output,I-FUNCIONALIDADE,1,30,3,training
3440,sound,I-FUNCIONALIDADE,1,30,3,training
3441,;,O,1,30,3,training
3442,and,O,1,30,3,training
3443,a,O,1,30,3,training
3444,controller,B-HARDWARE,1,30,3,training
3445,configured,O,1,30,3,training
3446,to,O,1,30,3,training
3447,",",O,1,30,3,training
3448,in,O,1,30,3,training
3449,response,O,1,30,3,training
3450,to,O,1,30,3,training
3451,detecting,O,1,30,3,training
3452,the,O,1,30,3,training
3453,brain,O,1,30,3,training
3454,wave,O,1,30,3,training
3455,of,O,1,30,3,training
3456,the,O,1,30,3,training
3457,user,B-PESSOA,1,30,3,training
3458,",",O,1,30,3,training
3459,compare,B-FUNCIONALIDADE,1,30,3,training
3460,the,I-FUNCIONALIDADE,1,30,3,training
3461,detected,I-FUNCIONALIDADE,1,30,3,training
3462,brain,I-FUNCIONALIDADE,1,30,3,training
3463,wave,O,1,30,3,training
3464,with,O,1,30,3,training
3465,a,O,1,30,3,training
3466,previously,O,1,30,3,training
3467,stored,O,1,30,3,training
3468,brain,O,1,30,3,training
3469,wave,O,1,30,3,training
3470,",",O,1,30,3,training
3471,to,O,1,30,3,training
3472,activate,O,1,30,3,training
3473,a,O,1,30,3,training
3474,dialogue,O,1,30,3,training
3475,mode,O,1,30,3,training
3476,when,O,1,30,3,training
3477,the,O,1,30,3,training
3478,detected,O,1,30,3,training
3479,brain,O,1,30,3,training
3480,wave,O,1,30,3,training
3481,matches,O,1,30,3,training
3482,the,O,1,30,3,training
3483,previously,O,1,30,3,training
3484,stored,O,1,30,3,training
3485,brain,O,1,30,3,training
3486,wave,O,1,30,3,training
3487,",",O,1,30,3,training
3488,to,O,1,30,3,training
3489,recognize,B-FUNCIONALIDADE,1,30,3,training
3490,a,I-FUNCIONALIDADE,1,30,3,training
3491,speech,I-FUNCIONALIDADE,1,30,3,training
3492,from,O,1,30,3,training
3493,the,O,1,30,3,training
3494,sound,O,1,30,3,training
3495,received,O,1,30,3,training
3496,by,O,1,30,3,training
3497,the,O,1,30,3,training
3498,sound,B-HARDWARE,1,30,3,training
3499,input,I-HARDWARE,1,30,3,training
3500,",",O,1,30,3,training
3501,to,O,1,30,3,training
3502,generate,B-FUNCIONALIDADE,1,30,3,training
3503,a,I-FUNCIONALIDADE,1,30,3,training
3504,dialogue,I-FUNCIONALIDADE,1,30,3,training
3505,speech,I-FUNCIONALIDADE,1,30,3,training
3506,based,O,1,30,3,training
3507,on,O,1,30,3,training
3508,the,O,1,30,3,training
3509,recognized,O,1,30,3,training
3510,speech,O,1,30,3,training
3511,",",O,1,30,3,training
3512,and,O,1,30,3,training
3513,to,O,1,30,3,training
3514,control,O,1,30,3,training
3515,the,O,1,30,3,training
3516,sound,B-HARDWARE,1,30,3,training
3517,output,I-HARDWARE,1,30,3,training
3518,so,O,1,30,3,training
3519,as,O,1,30,3,training
3520,to,O,1,30,3,training
3521,output,O,1,30,3,training
3522,the,O,1,30,3,training
3523,generated,O,1,30,3,training
3524,dialogue,O,1,30,3,training
3525,speech,O,1,30,3,training
3526,.,O,1,30,3,training
3527,A,O,1,31,3,training
3528,procedure,O,1,31,3,training
3529,for,O,1,31,3,training
3530,influencing,O,1,31,3,training
3531,a,O,1,31,3,training
3532,traffic,B-SOFTWARE,1,31,3,training
3533,management,I-SOFTWARE,1,31,3,training
3534,system,I-SOFTWARE,1,31,3,training
3535,including,O,1,31,3,training
3536,providing,B-FUNCIONALIDADE,1,31,3,training
3537,position,I-FUNCIONALIDADE,1,31,3,training
3538,data,I-FUNCIONALIDADE,1,31,3,training
3539,of,O,1,31,3,training
3540,a,O,1,31,3,training
3541,destination,O,1,31,3,training
3542,for,O,1,31,3,training
3543,at,O,1,31,3,training
3544,least,O,1,31,3,training
3545,one,O,1,31,3,training
3546,emergency,O,1,31,3,training
3547,vehicle,O,1,31,3,training
3548,;,O,1,31,3,training
3549,providing,B-FUNCIONALIDADE,1,31,3,training
3550,the,I-FUNCIONALIDADE,1,31,3,training
3551,current,I-FUNCIONALIDADE,1,31,3,training
3552,position,I-FUNCIONALIDADE,1,31,3,training
3553,data,I-FUNCIONALIDADE,1,31,3,training
3554,and,O,1,31,3,training
3555,the,O,1,31,3,training
3556,data,O,1,31,3,training
3557,of,O,1,31,3,training
3558,the,O,1,31,3,training
3559,current,O,1,31,3,training
3560,travel,O,1,31,3,training
3561,direction,O,1,31,3,training
3562,vector,O,1,31,3,training
3563,of,O,1,31,3,training
3564,at,O,1,31,3,training
3565,least,O,1,31,3,training
3566,one,O,1,31,3,training
3567,emergency,O,1,31,3,training
3568,vehicle,O,1,31,3,training
3569,;,O,1,31,3,training
3570,predicting,B-FUNCIONALIDADE,1,31,3,training
3571,a,I-FUNCIONALIDADE,1,31,3,training
3572,route,I-FUNCIONALIDADE,1,31,3,training
3573,for,O,1,31,3,training
3574,at,O,1,31,3,training
3575,least,O,1,31,3,training
3576,one,O,1,31,3,training
3577,emergency,O,1,31,3,training
3578,vehicle,O,1,31,3,training
3579,from,O,1,31,3,training
3580,its,O,1,31,3,training
3581,current,O,1,31,3,training
3582,position,O,1,31,3,training
3583,to,O,1,31,3,training
3584,the,O,1,31,3,training
3585,position,O,1,31,3,training
3586,of,O,1,31,3,training
3587,the,O,1,31,3,training
3588,destination,O,1,31,3,training
3589,",",O,1,31,3,training
3590,taking,O,1,31,3,training
3591,into,O,1,31,3,training
3592,account,O,1,31,3,training
3593,the,O,1,31,3,training
3594,direction,O,1,31,3,training
3595,of,O,1,31,3,training
3596,travel,O,1,31,3,training
3597,selected,O,1,31,3,training
3598,by,O,1,31,3,training
3599,the,O,1,31,3,training
3600,driver,B-PESSOA,1,31,3,training
3601,of,O,1,31,3,training
3602,the,O,1,31,3,training
3603,emergency,O,1,31,3,training
3604,vehicle,O,1,31,3,training
3605,and,O,1,31,3,training
3606,represented,O,1,31,3,training
3607,by,O,1,31,3,training
3608,the,O,1,31,3,training
3609,direction,O,1,31,3,training
3610,of,O,1,31,3,training
3611,travel,O,1,31,3,training
3612,vector,O,1,31,3,training
3613,;,O,1,31,3,training
3614,influencing,B-FUNCIONALIDADE,1,31,3,training
3615,an,I-FUNCIONALIDADE,1,31,3,training
3616,autonomous,I-FUNCIONALIDADE,1,31,3,training
3617,vehicle,I-FUNCIONALIDADE,1,31,3,training
3618,with,O,1,31,3,training
3619,respect,O,1,31,3,training
3620,to,O,1,31,3,training
3621,a,O,1,31,3,training
3622,projected,O,1,31,3,training
3623,direction,O,1,31,3,training
3624,of,O,1,31,3,training
3625,travel,O,1,31,3,training
3626,on,O,1,31,3,training
3627,the,O,1,31,3,training
3628,forecast,O,1,31,3,training
3629,route,O,1,31,3,training
3630,in,O,1,31,3,training
3631,such,O,1,31,3,training
3632,a,O,1,31,3,training
3633,way,O,1,31,3,training
3634,that,O,1,31,3,training
3635,the,O,1,31,3,training
3636,respective,O,1,31,3,training
3637,autonomous,O,1,31,3,training
3638,vehicle,O,1,31,3,training
3639,has,O,1,31,3,training
3640,changed,O,1,31,3,training
3641,and,O,1,31,3,training
3642,/,O,1,31,3,training
3643,or,O,1,31,3,training
3644,changes,O,1,31,3,training
3645,its,O,1,31,3,training
3646,direction,O,1,31,3,training
3647,of,O,1,31,3,training
3648,travel,O,1,31,3,training
3649,and,O,1,31,3,training
3650,/,O,1,31,3,training
3651,or,O,1,31,3,training
3652,its,O,1,31,3,training
3653,driving,O,1,31,3,training
3654,speed,O,1,31,3,training
3655,before,O,1,31,3,training
3656,or,O,1,31,3,training
3657,on,O,1,31,3,training
3658,the,O,1,31,3,training
3659,predicted,O,1,31,3,training
3660,arrival,O,1,31,3,training
3661,of,O,1,31,3,training
3662,at,O,1,31,3,training
3663,least,O,1,31,3,training
3664,one,O,1,31,3,training
3665,emergency,O,1,31,3,training
3666,vehicle,O,1,31,3,training
3667,in,O,1,31,3,training
3668,such,O,1,31,3,training
3669,a,O,1,31,3,training
3670,way,O,1,31,3,training
3671,that,O,1,31,3,training
3672,traffic,O,1,31,3,training
3673,in,O,1,31,3,training
3674,the,O,1,31,3,training
3675,direction,O,1,31,3,training
3676,of,O,1,31,3,training
3677,the,O,1,31,3,training
3678,forecast,O,1,31,3,training
3679,route,O,1,31,3,training
3680,is,O,1,31,3,training
3681,not,O,1,31,3,training
3682,obstructed,O,1,31,3,training
3683,.,O,1,31,3,training
3684,A,O,1,32,3,training
3685,system,O,1,32,3,training
3686,includes,O,1,32,3,training
3687,a,O,1,32,3,training
3688,communication,O,1,32,3,training
3689,section,O,1,32,3,training
3690,communicably,O,1,32,3,training
3691,connected,O,1,32,3,training
3692,to,O,1,32,3,training
3693,a,O,1,32,3,training
3694,network,B-COMUNICA플O,1,32,3,training
3695,",",O,1,32,3,training
3696,and,O,1,32,3,training
3697,configured,O,1,32,3,training
3698,to,O,1,32,3,training
3699,receive,B-FUNCIONALIDADE,1,32,3,training
3700,requests,I-FUNCIONALIDADE,1,32,3,training
3701,for,O,1,32,3,training
3702,data,O,1,32,3,training
3703,flows,O,1,32,3,training
3704,from,O,1,32,3,training
3705,user,O,1,32,3,training
3706,equipment,O,1,32,3,training
3707,attached,O,1,32,3,training
3708,to,O,1,32,3,training
3709,the,O,1,32,3,training
3710,network,B-COMUNICA플O,1,32,3,training
3711,.,O,1,32,3,training
3712,The,O,2,32,3,training
3713,system,O,2,32,3,training
3714,may,O,2,32,3,training
3715,further,O,2,32,3,training
3716,include,O,2,32,3,training
3717,a,O,2,32,3,training
3718,flow,B-SOFTWARE,2,32,3,training
3719,path,I-SOFTWARE,2,32,3,training
3720,determination,I-SOFTWARE,2,32,3,training
3721,section,I-SOFTWARE,2,32,3,training
3722,configured,O,2,32,3,training
3723,to,O,2,32,3,training
3724,determine,O,2,32,3,training
3725,",",O,2,32,3,training
3726,for,O,2,32,3,training
3727,each,O,2,32,3,training
3728,data,O,2,32,3,training
3729,flow,O,2,32,3,training
3730,requested,O,2,32,3,training
3731,",",O,2,32,3,training
3732,an,O,2,32,3,training
3733,optimal,O,2,32,3,training
3734,signal,O,2,32,3,training
3735,path,O,2,32,3,training
3736,from,O,2,32,3,training
3737,among,O,2,32,3,training
3738,a,O,2,32,3,training
3739,plurality,O,2,32,3,training
3740,of,O,2,32,3,training
3741,potential,O,2,32,3,training
3742,signal,O,2,32,3,training
3743,paths,O,2,32,3,training
3744,based,O,2,32,3,training
3745,on,O,2,32,3,training
3746,substantially,O,2,32,3,training
3747,current,O,2,32,3,training
3748,characteristics,O,2,32,3,training
3749,of,O,2,32,3,training
3750,the,O,2,32,3,training
3751,potential,O,2,32,3,training
3752,signal,O,2,32,3,training
3753,paths,O,2,32,3,training
3754,and,O,2,32,3,training
3755,on,O,2,32,3,training
3756,characteristics,O,2,32,3,training
3757,of,O,2,32,3,training
3758,the,O,2,32,3,training
3759,data,O,2,32,3,training
3760,flow,O,2,32,3,training
3761,requested,O,2,32,3,training
3762,.,O,2,32,3,training
3763,The,O,3,32,3,training
3764,system,O,3,32,3,training
3765,may,O,3,32,3,training
3766,further,O,3,32,3,training
3767,include,O,3,32,3,training
3768,a,O,3,32,3,training
3769,command,B-SOFTWARE,3,32,3,training
3770,plane,I-SOFTWARE,3,32,3,training
3771,section,I-SOFTWARE,3,32,3,training
3772,configured,O,3,32,3,training
3773,to,O,3,32,3,training
3774,control,B-FUNCIONALIDADE,3,32,3,training
3775,routing,I-FUNCIONALIDADE,3,32,3,training
3776,of,O,3,32,3,training
3777,each,O,3,32,3,training
3778,requested,O,3,32,3,training
3779,data,O,3,32,3,training
3780,flow,O,3,32,3,training
3781,in,O,3,32,3,training
3782,accordance,O,3,32,3,training
3783,with,O,3,32,3,training
3784,the,O,3,32,3,training
3785,optimal,O,3,32,3,training
3786,signal,O,3,32,3,training
3787,path,O,3,32,3,training
3788,determined,O,3,32,3,training
3789,by,O,3,32,3,training
3790,the,O,3,32,3,training
3791,flow,B-SOFTWARE,3,32,3,training
3792,path,I-SOFTWARE,3,32,3,training
3793,determination,I-SOFTWARE,3,32,3,training
3794,section,I-SOFTWARE,3,32,3,training
3795,for,O,3,32,3,training
3796,the,O,3,32,3,training
3797,respective,O,3,32,3,training
3798,data,O,3,32,3,training
3799,.,O,3,32,3,training
3800,A,O,1,33,3,training
3801,building,B-HARDWARE,1,33,3,training
3802,device,I-HARDWARE,1,33,3,training
3803,of,O,1,33,3,training
3804,a,O,1,33,3,training
3805,building,O,1,33,3,training
3806,includes,O,1,33,3,training
3807,or,O,1,33,3,training
3808,is,O,1,33,3,training
3809,in,O,1,33,3,training
3810,communication,O,1,33,3,training
3811,with,O,1,33,3,training
3812,a,O,1,33,3,training
3813,processing,B-HARDWARE,1,33,3,training
3814,circuit,I-HARDWARE,1,33,3,training
3815,configured,O,1,33,3,training
3816,to,O,1,33,3,training
3817,store,B-FUNCIONALIDADE,1,33,3,training
3818,one,I-FUNCIONALIDADE,1,33,3,training
3819,or,I-FUNCIONALIDADE,1,33,3,training
3820,more,I-FUNCIONALIDADE,1,33,3,training
3821,files,I-FUNCIONALIDADE,1,33,3,training
3822,",",O,1,33,3,training
3823,each,O,1,33,3,training
3824,of,O,1,33,3,training
3825,the,O,1,33,3,training
3826,one,O,1,33,3,training
3827,or,O,1,33,3,training
3828,more,O,1,33,3,training
3829,files,O,1,33,3,training
3830,comprising,O,1,33,3,training
3831,instructions,O,1,33,3,training
3832,and,O,1,33,3,training
3833,a,O,1,33,3,training
3834,ledger,O,1,33,3,training
3835,",",O,1,33,3,training
3836,the,O,1,33,3,training
3837,ledger,O,1,33,3,training
3838,comprising,B-FUNCIONALIDADE,1,33,3,training
3839,information,I-FUNCIONALIDADE,1,33,3,training
3840,describing,O,1,33,3,training
3841,at,O,1,33,3,training
3842,least,O,1,33,3,training
3843,one,O,1,33,3,training
3844,of,O,1,33,3,training
3845,the,O,1,33,3,training
3846,one,O,1,33,3,training
3847,or,O,1,33,3,training
3848,more,O,1,33,3,training
3849,files,O,1,33,3,training
3850,.,O,1,33,3,training
3851,The,O,2,33,3,training
3852,processing,B-HARDWARE,2,33,3,training
3853,circuit,I-HARDWARE,2,33,3,training
3854,is,O,2,33,3,training
3855,configured,O,2,33,3,training
3856,to,O,2,33,3,training
3857,verify,B-FUNCIONALIDADE,2,33,3,training
3858,the,I-FUNCIONALIDADE,2,33,3,training
3859,one,I-FUNCIONALIDADE,2,33,3,training
3860,or,I-FUNCIONALIDADE,2,33,3,training
3861,more,I-FUNCIONALIDADE,2,33,3,training
3862,files,I-FUNCIONALIDADE,2,33,3,training
3863,by,O,2,33,3,training
3864,retrieving,O,2,33,3,training
3865,a,O,2,33,3,training
3866,root,O,2,33,3,training
3867,ledger,O,2,33,3,training
3868,from,O,2,33,3,training
3869,storage,O,2,33,3,training
3870,of,O,2,33,3,training
3871,the,O,2,33,3,training
